ID,Studies,Publication title,Reference,Publication year,Replicates,Region,Country,Climate,Latitude (N positive; S negative),Longitude (E positive; W negative),Annual average precipitation (mm),Annual average temperature,Sand (%),Silt (%),Clay (%),Soil Organic Carbon (%),Nitrogen content (%),H2O_pH,EF (%),N rate (kg N/ha),Ecosystem
2236,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.2875,160,Grassland
2237,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.352083333,480,Grassland
2238,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.45625,480,Grassland
2239,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,723,10.3,91,2,1,4.5,0.3,6.4,0.175,160,Grassland
2240,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,723,10.3,91,2,1,4.5,0.3,6.4,0.3375,480,Grassland
2241,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.04375,160,Grassland
2242,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.320833333,480,Grassland
2243,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.2125,480,Grassland
2244,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,1.875,120,Grassland
2245,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.413888889,360,Grassland
2246,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,1.45,120,Grassland
2247,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.730555556,360,Grassland
2248,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.811111111,360,Grassland
2249,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,722,9.7,59,29,12,4.5,0.3,7.1,0.758333333,120,Grassland
2250,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,722,9.7,59,29,12,4.5,0.3,7.1,0.402777778,360,Grassland
2251,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,1.775,120,Grassland
2252,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.511111111,360,Grassland
2253,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.705555556,360,Grassland
2254,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,-0.00625,160,Cropland
2255,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.395833333,480,Cropland
2256,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.25625,160,Cropland
2257,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.4,480,Cropland
2258,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.391666667,480,Cropland
2259,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,723,10.3,91,2,1,4.5,0.3,6.4,0.0625,160,Cropland
2260,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,723,10.3,91,2,1,4.5,0.3,6.4,0.685416667,480,Cropland
2261,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.30625,160,Cropland
2262,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.425,480,Cropland
2263,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,53.9,9.9,1040,10.3,91,2,1,4.5,0.3,6.4,0.314583333,480,Cropland
2264,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,4.566666667,120,Cropland
2265,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,2.347222222,360,Cropland
2266,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,3.783333333,120,Cropland
2267,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,1.611111111,360,Cropland
2268,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,2.672222222,360,Cropland
2269,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,722,9.7,59,29,12,4.5,0.3,7.1,0.291666667,120,Cropland
2270,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,722,9.7,59,29,12,4.5,0.3,7.1,0.619444444,360,Cropland
2271,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.758333333,120,Cropland
2272,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,1.169444444,360,Cropland
2273,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.802777778,360,Cropland
2274,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,1.508333333,120,Cropland
2275,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.852777778,360,Cropland
2276,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.366666667,120,Cropland
2277,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.541666667,360,Cropland
2278,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.211111111,360,Cropland
2279,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,722,9.7,59,29,12,4.5,0.3,7.1,0.391666667,120,Cropland
2280,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,722,9.7,59,29,12,4.5,0.3,7.1,0.472222222,360,Cropland
2281,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.491666667,120,Cropland
2282,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.388888889,360,Cropland
2283,306,Emission of N2O from biogas crop production systems in Northern Germany,"Senbayram M, et al. ",2014,3,Europe,Germany,Temperate,54.3,10,925,10.1,59,29,12,4.5,0.3,7.1,0.458333333,360,Cropland
2284,307,Integrated management practices significantly affect N2O emissions and wheatûmaize production at field scale in the North China Plain,Shi et al.,2013,4,Asia,China,Temperate,36.97,117.98,543,12.5,74,13,14,1.492,0.04,7.5,0.289130435,92,Cropland
2285,307,Integrated management practices significantly affect N2O emissions and wheatûmaize production at field scale in the North China Plain,Shi et al.,2013,4,Asia,China,Temperate,36.97,117.98,543,12.5,74,13,14,1.492,0.04,7.5,0.206382979,188,Cropland
2286,308,Nitrous Oxide and Methane Fluxes During the Maize Season Under Optimized Management in Intensive Farming Systems of the North China Plain,Shi et al.,2014,4,Asia,China,Temperate,36.97,117.98,543,12.5,74,13,14,1.09,0.04,7.7,0.270810811,185,Cropland
2287,308,Nitrous Oxide and Methane Fluxes During the Maize Season Under Optimized Management in Intensive Farming Systems of the North China Plain,Shi et al.,2014,4,Asia,China,Temperate,36.97,117.98,543,12.5,74,13,14,1.09,0.04,7.7,0.291935484,186,Cropland
2288,308,Nitrous Oxide and Methane Fluxes During the Maize Season Under Optimized Management in Intensive Farming Systems of the North China Plain,Shi et al.,2014,4,Asia,China,Temperate,36.97,117.98,543,12.5,74,13,14,1.09,0.04,7.7,0.322,200,Cropland
2289,309,The effect of fertilizer and manure application on CH4 and N2O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,43.37,144.97,1160,5.2,58,29,12,6.25,0.453,5.8,0.231660232,129.5,Grassland
2290,309,The effect of fertilizer and manure application on CH4 and N2O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,43.37,144.97,1160,5.2,58,29,12,6.25,0.453,5.8,0.173310225,288.50 ,Grassland
2291,309,The effect of fertilizer and manure application on CH4 and N4O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,43.37,144.97,1160,5.2,58,29,12,6.25,0.453,5.8,0.463320463,129.5,Grassland
2292,309,The effect of fertilizer and manure application on CH4 and N2O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,43.37,144.97,1160,5.2,58,29,12,6.25,0.453,5.8,0.103986135,288.50 ,Grassland
2293,309,The effect of fertilizer and manure application on CH4 and N6O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,43.37,144.97,1160,5.2,58,29,12,6.25,0.453,5.8,4.015444015,129.5,Grassland
2294,309,The effect of fertilizer and manure application on CH4 and N2O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,43.37,144.97,1160,5.2,58,29,12,6.25,0.453,5.8,0.13864818,288.50 ,Grassland
2295,309,The effect of fertilizer and manure application on CH4 and N8O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,2.258064516,93,Grassland
2296,309,The effect of fertilizer and manure application on CH4 and N8O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,1.11969112,259.00 ,Grassland
2297,309,The effect of fertilizer and manure application on CH4 and N10O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,2.580645161,93,Grassland
2298,309,The effect of fertilizer and manure application on CH4 and N8O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,1.698841699,259.00 ,Grassland
2299,309,The effect of fertilizer and manure application on CH4 and N12O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,0.860215054,93,Grassland
2300,309,The effect of fertilizer and manure application on CH4 and N8O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,0.579150579,259.00 ,Grassland
2301,309,The effect of fertilizer and manure application on CH4 and N14O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,1.612903226,93,Grassland
2302,309,The effect of fertilizer and manure application on CH4 and N8O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,0.115830116,259.00 ,Grassland
2303,309,The effect of fertilizer and manure application on CH4 and N16O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,0.860215054,93,Grassland
2304,309,The effect of fertilizer and manure application on CH4 and N8O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,42.43,142.48,1365,7.9,77,19,4,3.68,0.331,5.3,0.386100386,259.00 ,Grassland
2305,309,The effect of fertilizer and manure application on CH4 and N18O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,42.40,142.47,1365,7.9,71,21,8,8.64,0.632,5.5,0.938566553,117.2,Grassland
2306,309,The effect of fertilizer and manure application on CH4 and N18O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,42.40,142.47,1365,7.9,71,21,8,8.64,0.632,5.5,0.867346939,392.00 ,Grassland
2307,309,The effect of fertilizer and manure application on CH4 and N20O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,42.40,142.47,1365,7.9,71,21,8,8.64,0.632,5.5,0.853242321,117.2,Grassland
2308,309,The effect of fertilizer and manure application on CH4 and N18O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,42.40,142.47,1365,7.9,71,21,8,8.64,0.632,5.5,0.076530612,392.00 ,Grassland
2309,309,The effect of fertilizer and manure application on CH4 and N22O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,42.40,142.47,1365,7.9,71,21,8,8.64,0.632,5.5,1.706484642,117.2,Grassland
2310,309,The effect of fertilizer and manure application on CH4 and N18O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Temperate,42.40,142.47,1365,7.9,71,21,8,8.64,0.632,5.5,0.433673469,392.00 ,Grassland
2311,309,The effect of fertilizer and manure application on CH4 and N24O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,36.92,139.93,1561,12.2,60,22,18,4.92,0.343,5.3,4.522096608,194.6,Grassland
2312,309,The effect of fertilizer and manure application on CH4 and N24O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,36.92,139.93,1561,12.2,60,22,18,4.92,0.343,5.3,1.292970754,324.83 ,Grassland
2313,309,The effect of fertilizer and manure application on CH4 and N26O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,36.92,139.93,1561,12.2,60,22,18,4.92,0.343,5.3,1.438848921,194.6,Grassland
2314,309,The effect of fertilizer and manure application on CH4 and N24O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,36.92,139.93,1561,12.2,60,22,18,4.92,0.343,5.3,0.277065162,324.83 ,Grassland
2315,309,The effect of fertilizer and manure application on CH4 and N28O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,36.92,139.93,1561,12.2,60,22,18,4.92,0.343,5.3,1.849948613,194.6,Grassland
2316,309,The effect of fertilizer and manure application on CH4 and N24O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,6,Asia,Japan,Temperate,36.92,139.93,1561,12.2,60,22,18,4.92,0.343,5.3,1.385325808,324.83 ,Grassland
2317,309,The effect of fertilizer and manure application on CH4 and N30O emissions from managed grasslands in Japan,"Shimizu M, et al. ",2013,4,Asia,Japan,Subtropical,31.97,130.93,2595,15.8,67,23,10,6.52,0.51,6.1,5.705394191,192.8,Grassland
